id,dominio_esperado,dominio_previsto,acerto,User Story
A2US7Ge,Psychology,Psychology,OK,"As a healthcare provider working with children with ADHD, I want a tool that can differentiate between ADHD- related hyperactivity and physical aggression so that I can provide the most appropriate treatment."
A38US5Ge,Psychology,Psychology,OK,"As a data scientist, I want to develop and improve machine learning models for personality assessment, ensuring their accuracy and fairness."
A38US7Ge,Psychology,Psychology,OK,"As a psychologist or personality expert, I want to provide input on the development and validation of the personality assessment tools used in the system."
A7US1Ll,Psychology,Psychology,OK,"As a mental health professional, I want to use machine learning algorithms to predict the onset of mental illness in individuals to provide early intervention and support."
A7US2Ge,Psychology,Psychology,OK,"As a working professional experiencing stress, I want a user-friendly app that suggests resources and coping mechanisms based on my responses to a mental health screening."
A7US2Ll,Psychology,Psychology,OK,"As a researcher, I want to apply various machine learning algorithms, such as support vector machines and decision trees, to identify the state of mental health in a target group to improve mental health outcomes."
A7US2O1,Psychology,Psychology,OK,"As a mental health professional, I want access to predictive analytics on patients' mental states, so I can provide proactive and personalized care."
A7US3Ge,Psychology,Psychology,OK,"As a mental health professional, I want access to machine learning models that can support early detection of mental illness and inform better treatment decisions."
A7US3O1,Psychology,Psychology,OK,"As a researcher, I want to analyze data from various target groups using machine learning algorithms, so I can identify trends and improve mental health interventions."
A7US4Ll,Psychology,Psychology,OK,"As a healthcare provider, I want to use unsupervised learning techniques to analyze questionnaire responses from target groups, such as high school students and working professionals, to identify patterns and trends in mental health."
A7US4O1,Psychology,Psychology,OK,"As a school counselor, I want to monitor the mental health of high school students through AI insights, so I can address issues like stress and anxiety early."
A7US5Ll,Psychology,Psychology,OK,"As a data analyst, I want to validate the labels obtained from clustering by computing the Mean Opinion Score to ensure the accuracy of mental health predictions."
A7US6Ge,Psychology,Psychology,OK,"As a user of the mental health prediction tool, I want to be informed about the limitations of the tool and understand that it's not a replacement for professional diagnosis."
A7US6Ll,Psychology,Psychology,OK,"As a mental health advocate, I want to use machine learning algorithms to identify factors contributing to mental health problems, such as stress and social anxiety, to develop targeted interventions."
A7US6O1,Psychology,Psychology,OK,"As a developer, I want to integrate multiple machine learning models into the mental health prediction system, so it can accurately identify different mental health conditions."
A7US7O1,Psychology,Psychology,OK,"As a data analyst, I want to validate cluster labels with Mean Opinion Scores, so I can ensure the accuracy and reliability of the mental health predictions."
A7US9Ll,Psychology,Psychology,OK,"As an individual, I want to use a mental health monitoring tool to track my mental health and receive alerts and notifications when I may be at risk of mental health problems."
A20US10Ge,Psychology,Health,ERRO,"As a healthcare professional, I want the system to integrate with existing electronic health records to streamline data collection and risk assessment for patients."
A20US10O1,Psychology,Health,ERRO,"As a education administrator, I want to understand how demographic information influences drug abuse rates, so that I can develop educational programs that address these specific risk factors."
A20US1O1,Psychology,Social Work,ERRO,"As a public health official, I want to use machine learning models to predict individuals at risk of drug abuse based on personality traits and demographics, so that I can implement targeted prevention programs."
A20US2Ge,Psychology,Economics,ERRO,"As a researcher, I want to access the system's performance metrics, such as accuracy and feature importance, to evaluate the effectiveness of the drug abuse prediction models."
A20US3Ge,Psychology,Economics,ERRO,"As a data scientist, I want to be able to compare and contrast the performance of different machine learning algorithms (logistic regression, decision tree, random forest) for drug abuse prediction."
