id,User Story,domain_refair,domain_gabarito,domain_ok,domain_confidence,ml_tasks_refair,ml_labels_gabarito,ml_task_vazio_refair,features_refair,features_gabarito
A28US5Ll,"As a developer of a dating recommender system, I want to address the issue of class imbalance in the speed dating datase",Biology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US6Ll,"As a software engineer, I want to apply SMOTE oversampling to mitigate the class imbalance issue in the speed dating dat",Literature,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US7Ll,"As a researcher, I want to design a random forest regression-based reciprocal recommender that takes into account both t",Medicine,Social Networks,ERRO,Medium,classification; classification,Ranking,Não,age; race; sex; ethnicity; gender,age; gender; geography; sex
A28US8Ll,"As a user of a dating site, I want the site to provide me with a personalized list of matches based on a combination of ",Transportation,Social Networks,ERRO,Medium,matching,Ranking,Não,geography; race,age; gender; geography; sex
A28US9Ll,"As a developer of a dating recommender system, I want to evaluate the effectiveness of the proposed approach and compare",Biology,Social Networks,ERRO,Medium,classification,Ranking,Não,,age; gender; geography; sex
A28US10Ll,"As a user of a dating site, I want the site to achieve a high match prediction accuracy, such as 92.19%, so that I can t",Transportation,Social Networks,ERRO,Medium,regression,Ranking,Não,geography; race,age; gender; geography; sex
A28US1O1,"As a dating app user, I want recommendations based on objective evaluations from speed dating events, so that I can find",Transportation,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US2O1,"As a product manager for a dating platform, I want to integrate speed dating data into our recommender system, so that w",Biology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US3O1,"As a data scientist, I want to apply SMOTE oversampling to the speed dating dataset, so that I can address class imbalan",Health,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US4O1,"As a user experience designer, I want to build an objective profile library from speed dating ratings, so that users rec",Transportation,Social Networks,ERRO,Medium,graph augmentation; matching; regression,Ranking,Não,race; geography,age; gender; geography; sex
A28US5O1,"As a machine learning engineer, I want to develop a random forest regression-based reciprocal recommender, so that our s",Computer Networks,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US6O1,"As a researcher in online dating behaviors, I want to explore the discrepancy between self- portrayed profiles and objec",Biology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US7O1,"As a marketing strategist, I want to highlight the use of objective speed dating data in our recommender system, so that",Finance & Marketing,Social Networks,ERRO,Medium,anomaly detection,Ranking,Não,age; gender; race; sex,age; gender; geography; sex
A28US8O1,"As a quality assurance specialist, I want to evaluate the effectiveness of the combined objective profile library and SM",Biology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A28US9O1,"As a software developer, I want to implement the reciprocal recommender algorithm, so that users receive personalized an",Literature,Social Networks,ERRO,Medium,clustering,Ranking,Não,author; gender; textual references to people and their demographics,age; gender; geography; sex
A28US10O1,"As an academic collaborator, I want access to the objective profile library and match prediction results, so that I can ",Dermatology,Social Networks,ERRO,Medium,,Ranking,Sim,,age; gender; geography; sex
A29US1Ge,"As an economic historian, I want to analyze the long- term effects of early life conditions on individuals' later life o",Movies,Demography,ERRO,High,,Classification,Sim,,
A29US2Ge,"As a researcher studying social mobility, I want to accurately measure intergenerational mobility across different popul",Health,Demography,ERRO,High,classification; representation learning,Classification,Não,age; geography; sex; ethnicity; gender,
A29US3Ge,"As a sociologist studying assimilation and discrimination, I want to analyze how individuals' identities and experiences",Sociology,Demography,ERRO,High,,Classification,Sim,,
A29US4Ge,"As a demographer studying population trends, I want to track individual migration patterns and family structures across ",Demography,Demography,OK,High,,Classification,Sim,,
A29US5Ge,"As a data scientist working with historical data, I want a user-friendly and efficient method for linking records across",Biology,Demography,ERRO,High,classification; graph mining,Classification,Não,,
A29US6Ge,"As a genealogist researching family history, I want to trace the lives of my ancestors across historical records, but I ",News,Demography,ERRO,High,bias detection in word embeddings; clustering; ranking,Classification,Não,textual references to people and their demographics; author; geography; news provider,
A29US7Ge,"As a policymaker, I want to understand the long-term consequences of social and economic policies, which requires analyz",Finance & Marketing,Demography,ERRO,High,advertising; anomaly detection; classification; classification; clustering; data summarization; pricing; ranking; representation learning; resource allocation,Classification,Não,gender; geography; race; age; sex; activity,
A29US8Ge,"As a developer of historical data analysis tools, I want to integrate a robust and transparent record linkage technique ",Biology,Demography,ERRO,High,classification,Classification,Não,,
A29US9Ge,"As a librarian or archivist working with historical data, I want to provide researchers with tools and guidance on how t",Library,Demography,ERRO,High,,Classification,Sim,,
A29US10Ge,"As a historian interested in the lives of ordinary people, I want to use historical census data to tell more complete an",Transportation,Demography,ERRO,High,regression,Classification,Não,geography; race,
A29US1Ll,"As an economic historian, I want to be able to accurately link individuals across different historical census databases ",Movies,Demography,ERRO,High,representation learning,Classification,Não,age; gender,
A29US2Ll,"As a researcher, I want a standard and transparent census matching technique for constructing linked samples, so that I ",Medicine,Demography,ERRO,High,classification; classification,Classification,Não,age; race; sex; ethnicity; gender,
A29US3Ll,"As a scholar, I want to be able to efficiently match historical records and produce an unbiased dataset of links for ana",Biology,Demography,ERRO,High,classification; graph mining,Classification,Não,,
A29US4Ll,"As a data analyst, I want to apply insights from machine learning classification and text comparison to record linkage o",Biology,Demography,ERRO,High,,Classification,Sim,,
