id,User Story,role_shorten,equivalent_domain,equivalent_ml_task,equivalent_ml_task_labels,domain_confidence,sensitive_features_esperados,sensitive_features_por_task,tem_sensitive_features
A24US10O1,"As a research evaluator, I want empirical evaluations of the system’s methods, so that I can trust the accuracy and reliability of the academic network data provided.",research evaluator,Library,information retrieval,Ranking; Matching; Pricing; Advertising; Entity Resolution; Sentiment Analysis; Bias Detection in Language Models,High,,Ranking: — | Matching: — | Pricing: — | Advertising: — | Entity Resolution: — | Sentiment Analysis: — | Bias Detection in Language Models: —,Não
A25US1Ge,"As a customer on an online store, I want to see personalized recommendations that reflect my unique interests, even if I haven't explicitly rated many items.",customer,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US2Ge,"As a developer of an e-commerce platform, I want a recommendation system that can scale efficiently with a large product catalog and customer base.",developer,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US3Ge,"As a data scientist, I want a recommendation algorithm that can leverage various user data points beyond purchases and ratings, such as viewed items and demographics.",data scientist,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US4Ge,"As a content creator on a platform like YouTube, I want to recommend relevant videos to viewers based on their watch history, even if they haven't explicitly rated many videos.",content creator,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US5Ge,"As a music streaming service provider, I want to recommend songs to users based on the music they've recently listened to, even if they haven't built up a large listening history.",music streaming service provider,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US6Ge,"As a researcher studying user behavior, I want to understand how different recommendation algorithms compare in terms of accuracy, scalability, and user satisfaction.",researcher,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US7Ge,"As a marketer, I want to use a recommendation system that can personalize product suggestions in real- time to increase conversion rates.",marketing professional,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US8Ge,"As a platform developer, I want to integrate a scalable and efficient recommendation system into my platform to provide users with a more personalized and engaging experience.",developer,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US9Ge,"As a global citizen, I want to see online platforms use technology responsibly to recommend products that are relevant to users' actual interests and needs, avoiding intrusive or manipulative tactics.",global citizen,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US10Ge,"As a developer of recommendation systems, I want to explore the potential of item-to- item collaborative filtering and compare it to other approaches like traditional collaborative filtering and search- based methods.",developer,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US1Ll,"As a customer, I want to receive personalized recommendations on an e-commerce website so that I can discover new products that match my interests.",customer,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
A25US2Ll,"As a developer, I want to use a recommendation algorithm that can incorporate multiple attributes, such as items viewed and demographic data, to generate more accurate recommendations.",developer,Information Systems,recommendation system,Ranking,Medium,age; ethnic group; gender; geography; news provider; ownership; race; sex; tour availability,"Ranking: age, ethnic group, gender, geography, news provider, ownership, race, sex, tour availability",Sim
